536	5232869
152	32785
136	32496
136	32982
136	32929
160	33274
136	32827
136	33020
136	32938
160	33001
136	33004
136	33411
136	32868
528	33006
136	32989
136	33073
136	32970
160	32966
136	32980
136	32981
136	32953
160	33234
136	32929
136	33019
136	33779
160	32339
136	32851
136	32992
136	32965
528	33646
136	36296
136	29076
136	33271
160	32679
136	32974
136	33021
136	33129
160	33010
136	33077
136	32931
136	32986
160	33032
136	33046
136	32853
136	33030
528	33084
136	32962
136	32915
136	33056
160	33097
136	32936
136	34624
136	31360
160	33177
136	32971
136	34355
136	31630
160	32913
136	33068
136	33312
136	38997
1480	413
1480	243
1480	2292
1480	352
1480	342
1480	319
1480	1923
1480	968
1480	1113
1480	251
1480	1665
1480	1051
1480	1871
1480	996
1480	1096
1480	1861
1480	1965
1480	951
1480	2000
1480	1006
1480	2074
1480	1199
1480	1815
1480	1980
1480	1987
1480	2049
1480	913
1480	1989
1480	1009
1480	2058
1480	1933
1480	2762
1480	1686
1480	1738
704	1826
30	2510
99	202
27	86
80	153
13	126
138	90
124	91
110	93
97	90
21	88
4	92
88	76
50	74
68	80
325	97
144	1034
53	109
19	332
100	102
10	78
6	84
385	146
20	193
135	182
23	169
72	165
23	163
91	166
156	119
379	100
227	1912
92	937
132	140
8	62
159	55
57	49
260	51
20	1658
127	138
22	100
110	77
448	1697
61	2006
43	101
8	67
127	61
131	49
91	51
132	47
320	48
121	1532
15	66
47	55
57	49
157	52
68	52
79	55
98	48
86	76
285	56
27	1494
83	99
185	75
358	71
27	1768
277	119
43	1876
12	107
180	64
87	63
135	60
86	62
24	55
59	52
54	56
35	50
3	54
13	50
360	54
207	1299
72	183
219	75
6	86
31	61
109	57
8	52
19	52
2	56
132	53
8	57
68	53
58	65
179	458
190	589
29	330
43	383
628	217
125	216
110	185
278	172
125	175
66	164
114	160
16	155
80	154
258	144
35	151
132	176
60	154
60	177
69	180
5	148
7	139
189	142
51	145
22	307
9	167
254	188
35	118
145	108
35	84
3	80
28	111
36	86
97	83
17	55
83	70
177	67
57	241
6	57
147	56
34	6067
18	104
110	76
98	49
35	53
16	44
148	56
57	45
102	47
2	54
111	48
35	44
279	42
3	46
120	42
124	48
333	42
40	46
94	42
313	45
31	72
402	84
7	83
102	59
152	63
33	42
98	62
118	106
131	114
14	307
22	72
164	61
340	57
49	49
260	49
231	1577
139	491
91	216
20	190
122	75
5	55
168	55
10	48
191	51
254	47
1480	1133
1480	2053
1480	964
1480	2038
1480	1948
1480	2069
111	1939
324	102
186	49
103	49
55	48
166	48
155	42
147	55
57	48
196	41
15	49
14	45
1	50
68	41
277	47
12	1436
89	250
179	164
33	142
6	132
170	138
54	132
33	124
78	124
34	444
1	94
473	53
241	2024
93	80
43	48
91	41
87	41
632	46
43	1763
67	206
88	151
19	134
12	131
99	139
8	197
40	390
68	216
6	1897
12	226
47	134
39	132
39	167
150	75
30	42
298	49
142	1695
5	184
24	146
69	72
26	60
130	63
56	62
86	63
69	59
193	58
81	55
83	72
22	60
31	60
420	57
90	1911
163	144
7	199
320	95
100	1585
5	101
116	46
55	45
67	40
126	43
39	39
37	39
187	41
50	39
14	41
196	37
59	41
122	88
128	83
75	61
443	75
149	67
98	56
33	62
56	60
30	60
55	54
10	64
93	60
82	65
79	49
340	39
488	1461
112	176
53	143
60	97
308	62
1480	1750
1480	1776
1480	2769
1480	2884
1480	2584
1480	262
1480	2073
1480	2639
1480	11165
1480	4371
1480	290
1480	16161
1480	729
1480	17074
1480	166
1480	1984
1480	1827
1480	942
1480	1990
1480	2068
1480	2174
1480	4506
1480	32881
1480	1417
1480	5916
1480	227
1480	3050
1480	1737
1480	18432
1480	11553
1480	33753
1480	1556
1480	6036
1480	6140
1480	167
1480	1466
1480	1073
