1	200	0
2	200	80006
3	200	160006
4	200	240007
5	200	320038
6	200	400038
7	200	480038
8	200	560039
9	200	640039
10	200	720040
11	200	800040
12	200	880040
13	200	960041
14	200	1040041
15	200	1120041
16	200	1200042
17	200	1280042
18	200	1360042
19	200	1440043
20	200	1520043
21	200	1600043
22	200	1680044
23	200	1760044
24	200	1840045
25	200	1920045
26	200	2000045
27	200	2080046
28	200	2160046
29	200	2240046
30	200	2320047
31	200	2400047
32	200	2480047
33	200	2560048
34	200	2640048
35	200	2720048
36	200	2800049
37	200	2880049
38	200	2960049
39	200	3040050
40	200	3120050
41	200	3200051
42	200	3280051
43	200	3360051
44	200	3440052
45	200	3520052
46	200	3600052
47	200	3680053
48	200	3760053
49	200	3840053
50	200	3920054
51	200	4000054
52	200	4080054
53	200	4160055
54	200	4240055
55	200	4337546
56	200	4417547
57	200	4497547
58	200	4577547
59	200	4658449
60	200	4738450
61	200	4818450
62	200	4898451
63	200	4978451
64	200	5058451
65	200	5138452
66	200	5218452
67	200	5298452
68	200	5378586
69	200	5458586
70	200	5538587
71	200	5618587
72	200	5698591
73	200	5778591
74	200	5858591
75	200	5938592
76	200	6018592
77	200	6098593
78	200	6178593
79	200	6258593
80	200	6338594
81	200	6418594
82	200	6498594
83	200	6578595
84	200	6658595
85	200	6738595
86	200	6818596
87	200	6898596
88	200	6978596
89	200	7058597
90	200	7138597
91	200	7218597
92	200	7298598
93	200	7378598
94	200	7458599
95	200	7538599
96	200	7618599
97	200	7698600
98	200	7778600
99	200	7858600
100	200	7938601
