1	200	286
2	200	26831
3	200	53496
4	200	80170
5	200	106820
6	200	133477
7	200	164766
8	200	196747
9	200	228710
10	200	260695
11	200	292679
12	200	325685
13	200	357628
14	200	389613
15	200	421562
16	200	453615
17	200	484586
18	200	517556
19	200	549525
20	200	580508
21	200	613497
22	200	645474
23	200	677464
24	200	709441
25	200	741436
26	200	773404
27	200	804390
28	200	837363
29	200	869352
30	200	901321
31	200	933336
32	200	965437
33	200	997294
34	200	1028269
35	200	1061263
36	200	1093245
37	200	1125245
38	200	1157200
39	200	1189192
40	200	1221160
41	200	1253130
42	200	1286112
43	200	1317087
44	200	1349074
45	200	1382114
46	200	1413035
47	200	1446039
48	200	1476997
49	200	1509006
50	200	1541961
51	200	1572934
52	200	1605960
53	200	1636916
54	200	1669915
55	200	1701889
56	200	1732876
57	200	1764804
58	200	1797792
59	200	1828799
60	200	1860798
61	200	1892769
62	200	1924795
63	200	1956747
64	200	1988705
65	200	2021676
66	200	2052672
67	200	2085639
68	200	2117649
69	200	2149603
70	200	2180602
71	200	2213574
72	200	2244549
73	200	2277523
74	200	2309519
75	200	2340519
76	200	2373481
77	200	2405466
78	200	2436459
79	200	2469432
80	200	2501430
81	200	2533406
82	200	2564372
83	200	2597348
84	200	2629320
85	200	2661327
86	200	2693316
87	200	2725315
88	200	2757278
89	200	2788251
90	200	2821241
91	200	2853188
92	200	2885160
93	200	2918199
94	200	2949118
95	200	2981125
96	200	3013111
97	200	3045095
98	200	3078120
99	200	3109059
100	200	3141068
