1	400	0
2	400	4021
3	400	8021
4	400	12021
5	400	16021
6	400	20021
7	400	24021
8	400	28021
9	400	32021
10	400	36021
11	400	40021
12	400	44021
13	400	48021
14	400	52021
15	400	56021
16	400	60021
17	400	64021
18	400	68021
19	400	72021
20	400	76021
21	400	80021
22	400	84021
23	400	88021
24	400	92021
25	400	96021
26	400	100022
27	400	104022
28	400	108022
29	400	112022
30	400	116022
31	400	120022
32	400	124022
33	400	128022
34	400	132022
35	400	136022
36	400	140022
37	400	144022
38	400	148022
39	400	152022
40	400	156022
41	400	160022
42	400	164022
43	400	168022
44	400	172022
45	400	176022
46	400	180022
47	400	184022
48	400	188022
49	400	192022
50	400	196023
51	400	200023
52	400	204023
53	400	208023
54	400	212023
55	400	216023
56	400	220023
57	400	224023
58	400	228023
59	400	232023
60	400	236023
61	400	240023
62	400	244023
63	400	248023
64	400	252023
65	400	256023
66	400	260023
67	400	264023
68	400	268023
69	400	272023
70	400	276023
71	400	280023
72	400	284023
73	400	288023
74	400	292023
75	400	296024
76	400	300024
77	400	304024
78	400	308024
79	400	312024
80	400	316024
81	400	320024
82	400	324024
83	400	328024
84	400	332024
85	400	336024
86	400	340024
87	400	344024
88	400	348024
89	400	352024
90	400	356024
91	400	360024
92	400	364024
93	400	368024
94	400	372024
95	400	376024
96	400	380024
97	400	384024
98	400	388024
99	400	392025
100	400	396025
