0	100	0	500
764	100	0	500
180	100	0	500
134	100	0	500
125	100	0	500
181	100	0	500
137	100	0	500
132	100	0	500
132	100	0	500
129	100	0	500
7906	100	0	500
184	100	0	500
370	100	0	500
228	100	0	500
155	100	0	500
142	100	0	500
138	100	0	500
171	100	0	500
850	100	0	500
136	100	0	496
7680	100	0	500
239	100	0	500
129	100	0	500
178	100	0	500
160	100	0	500
152	100	0	500
118	100	0	490
124	100	0	500
156	100	0	500
398	100	0	500
8353	100	0	500
219	100	0	500
195	100	0	500
288	100	0	500
220	100	0	500
648	100	0	500
157	100	0	500
128	100	0	500
126	100	0	500
376	100	0	500
7659	100	0	500
223	100	0	500
323	100	0	500
181	100	0	500
234	100	0	500
151	100	0	500
135	100	0	500
149	100	0	500
151	100	0	500
144	100	0	500
8313	100	0	500
203	100	0	500
275	100	0	500
282	100	0	500
312	100	0	500
118	100	0	500
319	100	0	500
282	100	0	500
6125	100	0	500
138	100	0	500
1919	100	0	500
205	100	0	500
725	100	0	500
314	100	0	500
817	100	0	500
141	100	0	500
169	100	0	500
166	100	0	500
150	100	0	500
155	100	0	500
7193	100	0	500
172	100	0	500
170	100	0	500
164	100	0	500
219	100	0	500
160	100	0	500
128	100	0	500
137	100	0	500
89	100	0	491
128	100	0	500
8623	100	0	500
169	100	0	500
93	100	0	492
187	100	0	500
121	100	0	500
67	100	0	455
132	100	0	500
115	100	0	500
73	100	0	467
135	100	0	500
8891	100	0	500
149	100	0	500
119	100	0	500
122	100	0	500
111	100	0	477
90	100	0	493
84	100	0	490
83	100	0	489
124	100	0	500
108	100	0	500
9013	100	0	500
182	100	0	500
107	100	0	487
136	100	0	500
108	100	0	487
154	100	0	500
171	100	0	500
139	100	0	500
140	100	0	500
157	100	0	500
8699	100	0	500
146	100	0	500
176	100	0	500
171	100	0	500
427	100	0	500
395	100	0	500
404	100	0	500
271	100	0	500
201	100	0	500
136	100	0	500
7645	100	0	500
172	100	0	500
154	100	0	500
244	100	0	500
468	100	0	500
256	100	0	500
427	100	0	500
756	100	0	500
687	100	0	500
745	100	0	500
6125	100	0	500
155	100	0	500
92	100	0	482
119	100	0	500
123	100	0	500
125	100	0	500
130	100	0	500
138	100	0	500
135	100	0	500
125	100	0	500
8872	100	0	500
192	100	0	500
84	100	0	493
101	100	0	500
150	100	0	500
99	100	0	500
66	100	0	454
75	100	0	487
75	100	0	487
57	100	0	450
9053	100	0	500
144	100	0	500
83	100	0	493
78	100	0	490
69	100	0	454
81	100	0	499
76	100	0	488
83	100	0	499
156	100	0	500
102	100	0	500
9145	100	0	500
139	100	0	500
120	100	0	500
153	100	0	500
142	100	0	500
120	100	0	500
118	100	0	500
118	100	0	500
123	100	0	500
150	100	0	500
8844	100	0	500
169	100	0	500
130	100	0	500
107	100	0	500
105	100	0	500
114	100	0	500
116	100	0	500
135	100	0	500
123	100	0	500
116	100	0	500
8881	100	0	500
185	100	0	500
98	100	0	500
93	100	0	500
91	100	0	500
81	100	0	492
85	100	0	500
115	100	0	500
134	100	0	500
186	100	0	500
8911	100	0	500
270	100	0	500
634	100	0	500
443	100	0	500
595	100	0	500
241	100	0	500
174	100	0	500
265	100	0	500
116	100	0	500
258	100	0	500
7005	100	0	500
191	100	0	500
115	100	0	500
203	100	0	500
167	100	0	500
154	100	0	500
159	100	0	500
125	100	0	500
100	100	0	500
185	100	0	500
8640	100	0	500
164	100	0	500
109	100	0	499
158	100	0	500
133	100	0	500
132	100	0	500
137	100	0	500
130	100	0	500
174	100	0	500
141	100	0	500
8716	100	0	500
239	100	0	500
168	100	0	500
152	100	0	500
151	100	0	500
136	100	0	500
136	100	0	500
131	100	0	500
127	100	0	500
136	100	0	500
8634	100	0	500
219	100	0	500
183	100	0	500
172	100	0	500
151	100	0	500
118	100	0	492
298	100	0	500
170	100	0	500
152	100	0	500
146	100	0	500
8369	100	0	500
174	100	0	500
162	100	0	500
176	100	0	500
141	100	0	500
102	100	0	485
143	100	0	500
156	100	0	500
130	100	0	500
131	100	0	500
8680	100	0	500
154	100	0	500
185	100	0	500
181	100	0	500
1051	100	0	500
2436	100	0	500
3038	100	0	500
751	100	0	500
460	100	0	500
430	100	0	500
1341	100	0	500
426	100	0	500
195	100	0	500
175	100	0	500
275	100	0	500
331	100	0	500
178	100	0	500
138	100	0	500
120	100	0	500
94	100	0	500
8078	100	0	500
533	100	0	500
612	100	0	500
641	100	0	500
493	100	0	500
342	100	0	500
295	100	0	500
291	100	0	500
289	100	0	500
232	100	0	500
6308	100	0	500
223	100	0	500
153	100	0	500
134	100	0	500
119	100	0	500
106	100	0	488
228	100	0	500
312	100	0	500
174	100	0	500
149	100	0	500
8353	100	0	500
255	100	0	500
100	100	0	483
105	100	0	500
132	100	0	500
123	100	0	500
99	100	0	500
104	100	0	500
110	100	0	500
120	100	0	500
8834	100	0	500
167	100	0	500
159	100	0	500
153	100	0	500
144	100	0	500
136	100	0	500
128	100	0	500
109	100	0	500
103	100	0	500
103	100	0	500
8821	100	0	500
627	100	0	500
309	100	0	500
160	100	0	500
140	100	0	500
283	100	0	500
177	100	0	500
202	100	0	500
145	100	0	500
153	100	0	500
7796	100	0	500
312	100	0	500
93	100	0	497
80	100	0	481
78	100	0	483
80	100	0	472
125	100	0	500
147	100	0	500
133	100	0	500
91	100	0	500
9271	100	0	500
1844	100	0	500
190	100	0	500
97	100	0	500
333	100	0	500
318	100	0	500
259	100	0	500
132	100	0	500
266	100	0	500
134	100	0	500
5994	100	0	500
136	100	0	500
105	100	0	500
125	100	0	500
125	100	0	500
97	100	0	500
104	100	0	500
99	100	0	500
98	100	0	500
97	100	0	500
9039	100	0	500
229	100	0	500
339	100	0	500
295	100	0	500
439	100	0	500
499	100	0	500
119	100	0	500
111	100	0	500
103	100	0	500
104	100	0	500
7719	100	0	500
189	100	0	500
154	100	0	500
90	100	0	490
132	100	0	500
126	100	0	500
86	100	0	500
83	100	0	500
83	100	0	500
83	100	0	500
8991	100	0	500
167	100	0	500
76	100	0	479
120	100	0	500
74	100	0	472
71	100	0	489
66	100	0	486
69	100	0	483
76	100	0	500
93	100	0	500
9172	100	0	500
147	100	0	500
136	100	0	500
138	100	0	500
186	100	0	500
901	100	0	500
367	100	0	500
253	100	0	500
179	100	0	500
159	100	0	500
7548	100	0	500
212	100	0	500
145	100	0	500
79	100	0	499
68	100	0	485
68	100	0	482
69	100	0	491
46	100	0	446
62	100	0	471
61	100	0	478
9231	100	0	500
269	100	0	500
175	100	0	500
103	100	0	499
342	100	0	500
139	100	0	500
146	100	0	500
205	100	0	500
254	100	0	500
122	100	0	500
8188	100	0	500
147	100	0	500
124	100	0	500
119	100	0	500
114	100	0	500
91	100	0	500
93	100	0	500
93	100	0	500
94	100	0	500
99	100	0	500
9065	100	0	500
153	100	0	500
136	100	0	500
128	100	0	500
122	100	0	500
120	100	0	500
98	100	0	500
102	100	0	500
93	100	0	500
112	100	0	500
8906	100	0	500
249	100	0	500
97	100	0	488
136	100	0	500
76	100	0	481
136	100	0	483
143	100	0	500
246	100	0	500
258	100	0	500
220	100	0	500
8431	100	0	500
170	100	0	500
75	100	0	480
90	100	0	500
65	100	0	482
63	100	0	482
45	100	0	446
62	100	0	470
62	100	0	479
69	100	0	493
9314	100	0	500
114	100	0	496
93	100	0	500
66	100	0	484
64	100	0	482
62	100	0	480
62	100	0	480
61	100	0	479
43	100	0	443
65	100	0	473
9366	100	0	500
202	100	0	500
92	100	0	492
130	100	0	500
134	100	0	500
76	100	0	476
195	100	0	500
106	100	0	500
91	100	0	500
84	100	0	500
8930	100	0	500
245	100	0	500
154	100	0	500
81	100	0	472
110	100	0	500
126	100	0	500
104	100	0	500
99	100	0	500
102	100	0	500
97	100	0	500
8835	100	0	500
186	100	0	500
87	100	0	487
134	100	0	500
123	100	0	500
81	100	0	472
117	100	0	500
82	100	0	500
81	100	0	500
80	100	0	500
9022	100	0	500
196	100	0	500
105	100	0	500
99	100	0	500
97	100	0	500
98	100	0	500
93	100	0	500
93	100	0	500
93	100	0	500
98	100	0	500
9087	100	0	500
228	100	0	500
87	100	0	484
78	100	0	470
94	100	0	500
118	100	0	500
111	100	0	500
93	100	0	500
87	100	0	500
89	100	0	500
9033	100	0	500
209	100	0	500
390	100	0	500
205	100	0	500
118	100	0	500
346	100	0	500
292	100	0	500
305	100	0	500
278	100	0	500
334	100	0	500
7506	100	0	500
259	100	0	500
132	100	0	500
103	100	0	500
115	100	0	500
117	100	0	500
113	100	0	500
97	100	0	500
98	100	0	500
96	100	0	500
8872	100	0	500
132	100	0	500
130	100	0	500
97	100	0	500
107	100	0	500
188	100	0	500
112	100	0	500
123	100	0	500
174	100	0	500
223	100	0	500
8694	100	0	500
113	100	0	500
129	100	0	500
101	100	0	500
121	100	0	500
118	100	0	500
115	100	0	500
86	100	0	500
94	100	0	500
109	100	0	500
9041	100	0	500
163	100	0	500
117	100	0	500
63	100	0	458
83	100	0	500
62	100	0	462
108	100	0	500
86	100	0	500
85	100	0	500
83	100	0	500
9128	100	0	500
171	100	0	500
96	100	0	500
48	100	0	450
66	100	0	481
60	100	0	480
66	100	0	488
42	100	0	444
59	100	0	464
59	100	0	478
9319	100	0	500
133	100	0	500
74	100	0	486
82	100	0	500
45	100	0	448
61	100	0	469
60	100	0	478
41	100	0	443
58	100	0	460
48	100	0	457
9357	100	0	500
111	100	0	500
99	100	0	500
68	100	0	493
115	100	0	500
91	100	0	500
92	100	0	500
89	100	0	500
93	100	0	500
86	100	0	500
9175	100	0	500
114	100	0	500
109	100	0	500
88	100	0	500
66	100	0	465
64	100	0	481
63	100	0	478
65	100	0	490
89	100	0	500
87	100	0	500
9232	100	0	500
97	100	0	500
62	100	0	463
87	100	0	500
47	100	0	450
59	100	0	470
41	100	0	442
96	100	0	500
68	100	0	485
84	100	0	500
9341	100	0	500
125	100	0	500
79	100	0	481
122	100	0	500
122	100	0	500
121	100	0	500
92	100	0	500
78	100	0	500
77	100	0	500
76	100	0	500
9115	100	0	500
121	100	0	500
65	100	0	464
65	100	0	483
66	100	0	479
67	100	0	492
118	100	0	500
87	100	0	499
92	100	0	500
90	100	0	500
9215	100	0	500
90	100	0	500
62	100	0	464
87	100	0	500
43	100	0	444
60	100	0	465
86	100	0	500
98	100	0	500
130	100	0	500
115	100	0	500
9264	100	0	500
183	100	0	500
68	100	0	466
66	100	0	483
59	100	0	477
62	100	0	478
41	100	0	441
58	100	0	458
41	100	0	439
61	100	0	462
9332	100	0	500
123	100	0	500
68	100	0	468
68	100	0	481
59	100	0	477
65	100	0	490
113	100	0	500
84	100	0	496
88	100	0	500
85	100	0	500
9282	100	0	500
153	100	0	500
112	100	0	500
98	100	0	500
119	100	0	500
118	100	0	500
95	100	0	500
76	100	0	500
78	100	0	500
93	100	0	500
9066	100	0	500
108	100	0	497
